Year,Smoothing,TransectID,GAN_dist_m,GT_dist_m,GAN_is_multipoint,abs_error_m
2021,none,66,36.87755985284468,16.554675606137607,True,20.322884246707076
2021,none,67,,-36.189840274397284,True,
2021,none,68,-38.61148885993623,2.0342796391288402,False,40.64576849906507
2021,none,69,9.203589729499072,-10.992164021357894,False,20.195753750856966
2021,none,70,-29.93554848874919,0.5487778813113664,False,30.484326370060558
2021,none,75,,-464.45097205787897,True,
2021,none,76,-369.28977977560135,,True,
2021,none,79,-307.83680147636915,118.94376770383678,True,426.78056918020593
2021,none,81,-121.88961459929124,,True,
2021,none,83,441.37911603186524,,True,
2021,none,84,-49.14905993928801,-341.9874893274815,True,292.8384293881935
2021,none,88,,-89.28490772936505,True,
2021,none,89,-38.20826245145872,305.1195513131097,True,343.3278137645684
2021,none,90,,-301.04669174784806,True,
2021,none,93,-426.03841192880645,-375.5490275514312,True,50.489384377375245
2021,none,96,-166.36069435137335,-217.16790496808255,True,50.8072106167092
2021,none,97,-33.293293864349835,,True,
2021,none,98,245.23059959575767,,True,
2021,none,100,-335.7149254612159,,True,
2021,none,101,,,True,
2021,none,106,272.0040504108183,484.0594647950493,True,212.05541438423097
2021,none,107,,,True,
2021,none,123,,-17.45744650065899,False,
2021,none,126,,-130.68345029791817,False,
2021,none,128,113.18832120066509,-140.8477318827645,True,254.03605308342958
2021,none,129,,135.20572118228313,True,
2021,none,131,,-94.99003283353522,True,
2021,none,134,-136.97312038915697,-45.520141279150266,True,91.45297911000671
2021,none,136,-3.3497639056296293,-94.80274301569523,True,91.4529791100656
2021,none,137,-126.45818582363427,-136.55606269882992,True,10.097876875195652
2021,none,138,,-71.09898595872801,False,
2021,none,143,,,False,
2021,none,147,,,True,
2021,none,148,-48.41668784467038,-38.255245721316896,True,10.161442123353481
2021,none,150,,,False,
2021,none,151,7.7615081233670935,-12.561376123339869,True,20.322884246706963
2021,none,157,449.54394605522975,,True,
2021,none,158,,,True,
2021,none,161,-103.06452621269273,-92.90308408933925,True,10.161442123353481
2021,none,165,,-64.68131854245439,False,
2021,none,167,-13.604672908782959,-3.5067960331216455,True,10.097876875661314
2021,none,168,-15.473083218093961,4.84980102855468,True,20.32288424664864
